"id"	"name"	"danceability"	"energy"	"key"	"loudness"	"mode"	"speechiness"	"acousticness"	"instrumentalness"	"liveness"	"valence"	"tempo"	"type"	"uri"	"track_href"	"analysis_url"	"duration_ms"	"time_signature"	"popularity"
"118"	"7sk73N1SgNZweS3ozl3NXs"	"Kitty Kat"	0.814	0.384	1	-7.953	1	0.292	0.0516	0.00305	0.0968	0.537	157.992	"audio_features"	"spotify:track:7sk73N1SgNZweS3ozl3NXs"	"https://api.spotify.com/v1/tracks/7sk73N1SgNZweS3ozl3NXs"	"https://api.spotify.com/v1/audio-analysis/7sk73N1SgNZweS3ozl3NXs"	235680	4	48
"119"	"1ouHuqrpM2NlyOSoQqZvSP"	"Welcome To Hollywood (feat. Jay-Z)"	0.807	0.784	7	-4.866	1	0.236	0.0118	0.000124	0.315	0.78	124.821	"audio_features"	"spotify:track:1ouHuqrpM2NlyOSoQqZvSP"	"https://api.spotify.com/v1/tracks/1ouHuqrpM2NlyOSoQqZvSP"	"https://api.spotify.com/v1/audio-analysis/1ouHuqrpM2NlyOSoQqZvSP"	198280	4	43
"120"	"0GLUBbX4daHJkT3RQHEOia"	"Upgrade U"	0.593	0.68	7	-5.556	1	0.335	0.00182	4.84e-05	0.31	0.483	84.547	"audio_features"	"spotify:track:0GLUBbX4daHJkT3RQHEOia"	"https://api.spotify.com/v1/tracks/0GLUBbX4daHJkT3RQHEOia"	"https://api.spotify.com/v1/audio-analysis/0GLUBbX4daHJkT3RQHEOia"	273053	4	63
"121"	"30Z84zKyyx3Hn2Af8OdwaR"	"Flaws and All"	0.664	0.701	1	-7.718	1	0.0967	0.234	0.00117	0.0646	0.625	151.947	"audio_features"	"spotify:track:30Z84zKyyx3Hn2Af8OdwaR"	"https://api.spotify.com/v1/tracks/30Z84zKyyx3Hn2Af8OdwaR"	"https://api.spotify.com/v1/audio-analysis/30Z84zKyyx3Hn2Af8OdwaR"	248853	4	47
"122"	"2if8i85YH1WAVbOCM5cFuo"	"World Wide Woman"	0.485	0.827	11	-3.707	0	0.177	0.144	0	0.116	0.196	92.161	"audio_features"	"spotify:track:2if8i85YH1WAVbOCM5cFuo"	"https://api.spotify.com/v1/tracks/2if8i85YH1WAVbOCM5cFuo"	"https://api.spotify.com/v1/audio-analysis/2if8i85YH1WAVbOCM5cFuo"	222013	4	40
"123"	"3W1mdCYUHWewrVXnRsPntM"	"Get Me Bodied - Extended Mix"	0.925	0.728	1	-6.82	1	0.254	0.00408	0	0.207	0.667	96.54	"audio_features"	"spotify:track:3W1mdCYUHWewrVXnRsPntM"	"https://api.spotify.com/v1/tracks/3W1mdCYUHWewrVXnRsPntM"	"https://api.spotify.com/v1/audio-analysis/3W1mdCYUHWewrVXnRsPntM"	379120	4	51
"124"	"7ybhptDcHnLW7EtUNr87Uf"	"If"	0.47	0.476	8	-8.825	1	0.0371	0.248	0	0.106	0.298	94.922	"audio_features"	"spotify:track:7ybhptDcHnLW7EtUNr87Uf"	"https://api.spotify.com/v1/tracks/7ybhptDcHnLW7EtUNr87Uf"	"https://api.spotify.com/v1/audio-analysis/7ybhptDcHnLW7EtUNr87Uf"	198280	4	41
"125"	"5XM8AjUuP4uEWZ9XGGYLFk"	"Freakum Dress"	0.681	0.715	1	-5.148	1	0.0638	0.0039	5.04e-05	0.0569	0.459	98.96	"audio_features"	"spotify:track:5XM8AjUuP4uEWZ9XGGYLFk"	"https://api.spotify.com/v1/tracks/5XM8AjUuP4uEWZ9XGGYLFk"	"https://api.spotify.com/v1/audio-analysis/5XM8AjUuP4uEWZ9XGGYLFk"	201200	4	50
"126"	"68thzKPaW0pzn5IxcCJd8O"	"Suga Mama"	0.691	0.931	9	-4.037	0	0.265	0.212	0.000118	0.34	0.573	93.852	"audio_features"	"spotify:track:68thzKPaW0pzn5IxcCJd8O"	"https://api.spotify.com/v1/tracks/68thzKPaW0pzn5IxcCJd8O"	"https://api.spotify.com/v1/audio-analysis/68thzKPaW0pzn5IxcCJd8O"	205973	4	43
"127"	"423EcxblW9F4nnQkqcqMlK"	"Deja Vu (feat. Jay-Z)"	0.644	0.746	7	-4.941	1	0.341	0.0071	1.22e-05	0.0743	0.355	105.253	"audio_features"	"spotify:track:423EcxblW9F4nnQkqcqMlK"	"https://api.spotify.com/v1/tracks/423EcxblW9F4nnQkqcqMlK"	"https://api.spotify.com/v1/audio-analysis/423EcxblW9F4nnQkqcqMlK"	240280	4	61
"128"	"5BkHkyO9PFXs1m7vSMnXp4"	"Ring The Alarm"	0.458	0.751	2	-8.395	1	0.469	0.0299	0.000155	0.258	0.48	169.673	"audio_features"	"spotify:track:5BkHkyO9PFXs1m7vSMnXp4"	"https://api.spotify.com/v1/tracks/5BkHkyO9PFXs1m7vSMnXp4"	"https://api.spotify.com/v1/audio-analysis/5BkHkyO9PFXs1m7vSMnXp4"	203347	4	53
"129"	"6p3RSoc1B77D6sJT4vtVZ4"	"Resentment"	0.29	0.574	6	-5.387	1	0.112	0.6	0	0.149	0.48	197.431	"audio_features"	"spotify:track:6p3RSoc1B77D6sJT4vtVZ4"	"https://api.spotify.com/v1/tracks/6p3RSoc1B77D6sJT4vtVZ4"	"https://api.spotify.com/v1/audio-analysis/6p3RSoc1B77D6sJT4vtVZ4"	282360	3	51
"130"	"4z7Ja0RNran3XpIvc1PIQz"	"Listen (From the Motion Picture \"Dreamgirls\")"	0.432	0.637	11	-3.905	1	0.0475	0.416	0	0.113	0.187	122.394	"audio_features"	"spotify:track:4z7Ja0RNran3XpIvc1PIQz"	"https://api.spotify.com/v1/tracks/4z7Ja0RNran3XpIvc1PIQz"	"https://api.spotify.com/v1/audio-analysis/4z7Ja0RNran3XpIvc1PIQz"	219547	4	61
"131"	"1Kd5Qj9kicqjCw1BjWRzH0"	"Amor Gitano"	0.491	0.745	4	-5.631	0	0.254	0.473	0	0.239	0.596	167.875	"audio_features"	"spotify:track:1Kd5Qj9kicqjCw1BjWRzH0"	"https://api.spotify.com/v1/tracks/1Kd5Qj9kicqjCw1BjWRzH0"	"https://api.spotify.com/v1/audio-analysis/1Kd5Qj9kicqjCw1BjWRzH0"	228413	4	52
"132"	"5b65LF6kBoxmkPN4Lz5mmF"	"Listen (Oye) - Spanish Version"	0.548	0.638	11	-3.115	1	0.0435	0.588	0	0.101	0.141	122.868	"audio_features"	"spotify:track:5b65LF6kBoxmkPN4Lz5mmF"	"https://api.spotify.com/v1/tracks/5b65LF6kBoxmkPN4Lz5mmF"	"https://api.spotify.com/v1/audio-analysis/5b65LF6kBoxmkPN4Lz5mmF"	221200	4	42
"133"	"1BKTisxMw0p2l55xvMWkpo"	"Irreplaceable (Irreemplazable) - Spanish version"	0.627	0.705	10	-3.539	1	0.231	0.0941	6.61e-06	0.178	0.615	175.861	"audio_features"	"spotify:track:1BKTisxMw0p2l55xvMWkpo"	"https://api.spotify.com/v1/tracks/1BKTisxMw0p2l55xvMWkpo"	"https://api.spotify.com/v1/audio-analysis/1BKTisxMw0p2l55xvMWkpo"	227667	4	41
"134"	"4Ao5ZHafrPDOIFcjMd1dER"	"Beautiful Liar (Bello Embustero) - Spanish Version"	0.646	0.806	7	-4.495	1	0.135	0.0997	1.26e-06	0.258	0.513	91.962	"audio_features"	"spotify:track:4Ao5ZHafrPDOIFcjMd1dER"	"https://api.spotify.com/v1/tracks/4Ao5ZHafrPDOIFcjMd1dER"	"https://api.spotify.com/v1/audio-analysis/4Ao5ZHafrPDOIFcjMd1dER"	200813	4	36
"135"	"16F7nHePq2Bs62DIPS2IIZ"	"Beautiful Liar - Remix"	0.763	0.761	7	-3.794	1	0.0544	0.0063	8.31e-05	0.287	0.487	91.977	"audio_features"	"spotify:track:16F7nHePq2Bs62DIPS2IIZ"	"https://api.spotify.com/v1/tracks/16F7nHePq2Bs62DIPS2IIZ"	"https://api.spotify.com/v1/audio-analysis/16F7nHePq2Bs62DIPS2IIZ"	180520	4	40
"136"	"3VGOzKd0mi1YZ34sdNZS2W"	"Beautiful Liar (feat. Sasha) - Spanglish Version"	0.694	0.726	7	-5.13	1	0.042	0.0034	0.00373	0.0801	0.57	92.015	"audio_features"	"spotify:track:3VGOzKd0mi1YZ34sdNZS2W"	"https://api.spotify.com/v1/tracks/3VGOzKd0mi1YZ34sdNZS2W"	"https://api.spotify.com/v1/audio-analysis/3VGOzKd0mi1YZ34sdNZS2W"	199427	4	35
"137"	"3DGXHKCey74H4o2s8r8DWX"	"Irreplaceable (Irreemplazable) - Nortena Remix"	0.511	0.808	10	-4.09	1	0.139	0.15	1.03e-06	0.232	0.845	176.042	"audio_features"	"spotify:track:3DGXHKCey74H4o2s8r8DWX"	"https://api.spotify.com/v1/tracks/3DGXHKCey74H4o2s8r8DWX"	"https://api.spotify.com/v1/audio-analysis/3DGXHKCey74H4o2s8r8DWX"	230747	4	31
"138"	"6qymeQKm9QcbBS9v48KjQN"	"Deja Vu"	0.763	0.728	7	-4.944	1	0.326	0.00677	1.22e-05	0.0915	0.362	105.923	"audio_features"	"spotify:track:6qymeQKm9QcbBS9v48KjQN"	"https://api.spotify.com/v1/tracks/6qymeQKm9QcbBS9v48KjQN"	"https://api.spotify.com/v1/audio-analysis/6qymeQKm9QcbBS9v48KjQN"	239960	4	28
"139"	"6KNBRgjkkly5mepsUKnozx"	"Get Me Bodied"	0.865	0.829	0	-6.981	0	0.315	0.0673	0	0.253	0.651	96.511	"audio_features"	"spotify:track:6KNBRgjkkly5mepsUKnozx"	"https://api.spotify.com/v1/tracks/6KNBRgjkkly5mepsUKnozx"	"https://api.spotify.com/v1/audio-analysis/6KNBRgjkkly5mepsUKnozx"	205813	4	32
"140"	"17cn6gAZvIVJ6xUKDPJe9t"	"Suga Mama"	0.682	0.939	9	-4.054	0	0.284	0.226	0.000315	0.346	0.615	93.81	"audio_features"	"spotify:track:17cn6gAZvIVJ6xUKDPJe9t"	"https://api.spotify.com/v1/tracks/17cn6gAZvIVJ6xUKDPJe9t"	"https://api.spotify.com/v1/audio-analysis/17cn6gAZvIVJ6xUKDPJe9t"	204813	4	19
"141"	"0Qy29UD0PZ2iTQkcvZpAz0"	"Upgrade U"	0.474	0.683	7	-5.585	1	0.397	0.00161	0.000123	0.309	0.509	169.51	"audio_features"	"spotify:track:0Qy29UD0PZ2iTQkcvZpAz0"	"https://api.spotify.com/v1/tracks/0Qy29UD0PZ2iTQkcvZpAz0"	"https://api.spotify.com/v1/audio-analysis/0Qy29UD0PZ2iTQkcvZpAz0"	272707	4	34
"142"	"2r54Q4cPB244tgjMGD4ETK"	"Ring The Alarm"	0.456	0.742	2	-8.39	1	0.481	0.0534	0.000223	0.0837	0.428	168.507	"audio_features"	"spotify:track:2r54Q4cPB244tgjMGD4ETK"	"https://api.spotify.com/v1/tracks/2r54Q4cPB244tgjMGD4ETK"	"https://api.spotify.com/v1/audio-analysis/2r54Q4cPB244tgjMGD4ETK"	203200	4	28
"143"	"0gd5I8DTm1NNSCz38wfneA"	"Kitty Kat"	0.81	0.386	1	-7.846	1	0.311	0.0529	0.00944	0.0969	0.506	157.919	"audio_features"	"spotify:track:0gd5I8DTm1NNSCz38wfneA"	"https://api.spotify.com/v1/tracks/0gd5I8DTm1NNSCz38wfneA"	"https://api.spotify.com/v1/audio-analysis/0gd5I8DTm1NNSCz38wfneA"	235387	4	22
"144"	"5DMrnsI0grbRlHPAN3GeZD"	"Freakum Dress"	0.683	0.703	1	-5.154	1	0.0585	0.0043	1.49e-05	0.0599	0.378	98.953	"audio_features"	"spotify:track:5DMrnsI0grbRlHPAN3GeZD"	"https://api.spotify.com/v1/tracks/5DMrnsI0grbRlHPAN3GeZD"	"https://api.spotify.com/v1/audio-analysis/5DMrnsI0grbRlHPAN3GeZD"	200533	4	24
"145"	"7weB4Yt6v2BeQGVp06uoic"	"Green Light"	0.796	0.568	10	-7.071	0	0.0631	0.0833	1.11e-05	0.256	0.729	107.034	"audio_features"	"spotify:track:7weB4Yt6v2BeQGVp06uoic"	"https://api.spotify.com/v1/tracks/7weB4Yt6v2BeQGVp06uoic"	"https://api.spotify.com/v1/audio-analysis/7weB4Yt6v2BeQGVp06uoic"	209107	4	21
"146"	"0ZsSyC5Rq3BOdgLearDGJA"	"Irreplaceable"	0.576	0.697	10	-4.192	1	0.326	0.0286	1.15e-06	0.167	0.501	175.906	"audio_features"	"spotify:track:0ZsSyC5Rq3BOdgLearDGJA"	"https://api.spotify.com/v1/tracks/0ZsSyC5Rq3BOdgLearDGJA"	"https://api.spotify.com/v1/audio-analysis/0ZsSyC5Rq3BOdgLearDGJA"	227667	4	32
"147"	"3hhuDXEWOmgT7MALmNiwoO"	"Resentment"	0.378	0.565	6	-5.388	1	0.0493	0.648	0	0.13	0.482	102.131	"audio_features"	"spotify:track:3hhuDXEWOmgT7MALmNiwoO"	"https://api.spotify.com/v1/tracks/3hhuDXEWOmgT7MALmNiwoO"	"https://api.spotify.com/v1/audio-analysis/3hhuDXEWOmgT7MALmNiwoO"	280693	3	29
"148"	"2M16xKUgNTgi8W3Cpv18M2"	"Encore For The Fans"	0.706	0.0193	0	-27.631	0	0.648	0.143	0	0.136	0.68	108.161	"audio_features"	"spotify:track:2M16xKUgNTgi8W3Cpv18M2"	"https://api.spotify.com/v1/tracks/2M16xKUgNTgi8W3Cpv18M2"	"https://api.spotify.com/v1/audio-analysis/2M16xKUgNTgi8W3Cpv18M2"	39880	4	14
"149"	"6eGytG2iMzPpr2atFUV5xQ"	"Listen (From the Motion Picture \"Dreamgirls\")"	0.483	0.59	11	-5.228	1	0.0453	0.273	0	0.177	0.202	122.658	"audio_features"	"spotify:track:6eGytG2iMzPpr2atFUV5xQ"	"https://api.spotify.com/v1/tracks/6eGytG2iMzPpr2atFUV5xQ"	"https://api.spotify.com/v1/audio-analysis/6eGytG2iMzPpr2atFUV5xQ"	217787	4	43
"150"	"7IB3ERQNk34fox0cYhM4U5"	"Get Me Bodied - Extended Mix"	0.911	0.727	10	-7.067	0	0.26	0.0106	0	0.122	0.69	96.521	"audio_features"	"spotify:track:7IB3ERQNk34fox0cYhM4U5"	"https://api.spotify.com/v1/tracks/7IB3ERQNk34fox0cYhM4U5"	"https://api.spotify.com/v1/audio-analysis/7IB3ERQNk34fox0cYhM4U5"	359560	4	29
"151"	"2MAyGB3UgAbbT1Fjc7b7aA"	"Deja Vu"	0.763	0.728	7	-4.944	1	0.326	0.00677	1.22e-05	0.0915	0.362	105.923	"audio_features"	"spotify:track:2MAyGB3UgAbbT1Fjc7b7aA"	"https://api.spotify.com/v1/tracks/2MAyGB3UgAbbT1Fjc7b7aA"	"https://api.spotify.com/v1/audio-analysis/2MAyGB3UgAbbT1Fjc7b7aA"	239960	4	50
"152"	"6fmeXejj4CNkAQ78yao7oE"	"Get Me Bodied"	0.865	0.829	0	-6.981	0	0.315	0.0673	0	0.253	0.651	96.511	"audio_features"	"spotify:track:6fmeXejj4CNkAQ78yao7oE"	"https://api.spotify.com/v1/tracks/6fmeXejj4CNkAQ78yao7oE"	"https://api.spotify.com/v1/audio-analysis/6fmeXejj4CNkAQ78yao7oE"	205813	4	52
"153"	"7hrrhtzmyTcULmNlYlcxJO"	"Suga Mama"	0.682	0.939	9	-4.054	0	0.284	0.226	0.000315	0.346	0.615	93.81	"audio_features"	"spotify:track:7hrrhtzmyTcULmNlYlcxJO"	"https://api.spotify.com/v1/tracks/7hrrhtzmyTcULmNlYlcxJO"	"https://api.spotify.com/v1/audio-analysis/7hrrhtzmyTcULmNlYlcxJO"	204813	4	40
"154"	"6V1nOgkrGmr6Wx1x4RQ6Bc"	"Upgrade U"	0.474	0.683	7	-5.585	1	0.397	0.00161	0.000123	0.309	0.509	169.51	"audio_features"	"spotify:track:6V1nOgkrGmr6Wx1x4RQ6Bc"	"https://api.spotify.com/v1/tracks/6V1nOgkrGmr6Wx1x4RQ6Bc"	"https://api.spotify.com/v1/audio-analysis/6V1nOgkrGmr6Wx1x4RQ6Bc"	272707	4	53
"155"	"63THThIOBNIl93zs8JuAfk"	"Ring The Alarm"	0.456	0.742	2	-8.39	1	0.481	0.0534	0.000223	0.0837	0.428	168.507	"audio_features"	"spotify:track:63THThIOBNIl93zs8JuAfk"	"https://api.spotify.com/v1/tracks/63THThIOBNIl93zs8JuAfk"	"https://api.spotify.com/v1/audio-analysis/63THThIOBNIl93zs8JuAfk"	203200	4	47
"156"	"5UhR5ud9gS6n0PgzsjZmQd"	"Kitty Kat"	0.81	0.386	1	-7.846	1	0.311	0.0529	0.00944	0.0969	0.506	157.919	"audio_features"	"spotify:track:5UhR5ud9gS6n0PgzsjZmQd"	"https://api.spotify.com/v1/tracks/5UhR5ud9gS6n0PgzsjZmQd"	"https://api.spotify.com/v1/audio-analysis/5UhR5ud9gS6n0PgzsjZmQd"	235387	4	44
"157"	"3IAyQMTYOsspp9p1htFSak"	"Freakum Dress"	0.683	0.703	1	-5.154	1	0.0585	0.0043	1.49e-05	0.0599	0.378	98.953	"audio_features"	"spotify:track:3IAyQMTYOsspp9p1htFSak"	"https://api.spotify.com/v1/tracks/3IAyQMTYOsspp9p1htFSak"	"https://api.spotify.com/v1/audio-analysis/3IAyQMTYOsspp9p1htFSak"	200533	4	47
"158"	"5fJZwKCPUicgfqkmh1R8ES"	"Green Light"	0.796	0.568	10	-7.071	0	0.0631	0.0833	1.11e-05	0.256	0.729	107.034	"audio_features"	"spotify:track:5fJZwKCPUicgfqkmh1R8ES"	"https://api.spotify.com/v1/tracks/5fJZwKCPUicgfqkmh1R8ES"	"https://api.spotify.com/v1/audio-analysis/5fJZwKCPUicgfqkmh1R8ES"	209107	4	42
"159"	"1G7DcLzPnopdZjLkev0K4e"	"Irreplaceable"	0.576	0.697	10	-4.192	1	0.326	0.0286	1.15e-06	0.167	0.501	175.906	"audio_features"	"spotify:track:1G7DcLzPnopdZjLkev0K4e"	"https://api.spotify.com/v1/tracks/1G7DcLzPnopdZjLkev0K4e"	"https://api.spotify.com/v1/audio-analysis/1G7DcLzPnopdZjLkev0K4e"	227667	4	64
"160"	"7zt3bDTgxn03ZfV9xHqOs5"	"Resentment"	0.378	0.565	6	-5.388	1	0.0493	0.648	0	0.13	0.482	102.131	"audio_features"	"spotify:track:7zt3bDTgxn03ZfV9xHqOs5"	"https://api.spotify.com/v1/tracks/7zt3bDTgxn03ZfV9xHqOs5"	"https://api.spotify.com/v1/audio-analysis/7zt3bDTgxn03ZfV9xHqOs5"	280693	3	43
"161"	"2RWxrpsFshOBFwRBRstUlQ"	"Check On It - feat. Bun B and Slim Thug"	0.705	0.796	7	-6.845	1	0.267	0.0708	0	0.388	0.864	166.042	"audio_features"	"spotify:track:2RWxrpsFshOBFwRBRstUlQ"	"https://api.spotify.com/v1/tracks/2RWxrpsFshOBFwRBRstUlQ"	"https://api.spotify.com/v1/audio-analysis/2RWxrpsFshOBFwRBRstUlQ"	210453	4	57
"162"	"5IVuqXILoxVWvWEPm82Jxr"	"Crazy In Love"	0.646	0.77	2	-6.596	0	0.226	0.00249	0	0.0715	0.681	99.165	"audio_features"	"spotify:track:5IVuqXILoxVWvWEPm82Jxr"	"https://api.spotify.com/v1/tracks/5IVuqXILoxVWvWEPm82Jxr"	"https://api.spotify.com/v1/audio-analysis/5IVuqXILoxVWvWEPm82Jxr"	236133	4	78
"163"	"0YGQ3hZcRLC5YX7o0hdmHg"	"Naughty Girl"	0.588	0.461	6	-8.686	0	0.161	0.237	1.54e-05	0.0913	0.659	200.053	"audio_features"	"spotify:track:0YGQ3hZcRLC5YX7o0hdmHg"	"https://api.spotify.com/v1/tracks/0YGQ3hZcRLC5YX7o0hdmHg"	"https://api.spotify.com/v1/audio-analysis/0YGQ3hZcRLC5YX7o0hdmHg"	208573	4	61
"164"	"4WY3HyGXsWqjFRCVD6gnTe"	"Baby Boy"	0.655	0.488	1	-9.17	1	0.22	0.0825	1.16e-06	0.221	0.791	91.025	"audio_features"	"spotify:track:4WY3HyGXsWqjFRCVD6gnTe"	"https://api.spotify.com/v1/tracks/4WY3HyGXsWqjFRCVD6gnTe"	"https://api.spotify.com/v1/audio-analysis/4WY3HyGXsWqjFRCVD6gnTe"	244827	4	69
"165"	"5cl6rJmigUbx6cNrA3nV8z"	"Hip Hop Star (feat. Big Boi & Sleepy Brown)"	0.736	0.651	6	-8.933	1	0.124	0.00265	0.000238	0.0838	0.971	166.572	"audio_features"	"spotify:track:5cl6rJmigUbx6cNrA3nV8z"	"https://api.spotify.com/v1/tracks/5cl6rJmigUbx6cNrA3nV8z"	"https://api.spotify.com/v1/audio-analysis/5cl6rJmigUbx6cNrA3nV8z"	222600	3	40
"166"	"1qgNiHh7QoSgzoFZEPwPNm"	"Be With You"	0.711	0.454	0	-6.485	0	0.0904	0.125	2.15e-06	0.071	0.782	74.928	"audio_features"	"spotify:track:1qgNiHh7QoSgzoFZEPwPNm"	"https://api.spotify.com/v1/tracks/1qgNiHh7QoSgzoFZEPwPNm"	"https://api.spotify.com/v1/audio-analysis/1qgNiHh7QoSgzoFZEPwPNm"	260200	4	46
"167"	"6XsT5UGfpaFeHQf5LRIy4W"	"Me, Myself and I"	0.75	0.458	1	-9.092	1	0.0803	0.226	3.25e-05	0.137	0.536	83.61	"audio_features"	"spotify:track:6XsT5UGfpaFeHQf5LRIy4W"	"https://api.spotify.com/v1/tracks/6XsT5UGfpaFeHQf5LRIy4W"	"https://api.spotify.com/v1/audio-analysis/6XsT5UGfpaFeHQf5LRIy4W"	301133	4	68
"168"	"3m9641nehhPSAIEODgBqaW"	"Yes"	0.662	0.374	9	-11.19	1	0.34	0.114	3.59e-06	0.249	0.551	112.694	"audio_features"	"spotify:track:3m9641nehhPSAIEODgBqaW"	"https://api.spotify.com/v1/tracks/3m9641nehhPSAIEODgBqaW"	"https://api.spotify.com/v1/audio-analysis/3m9641nehhPSAIEODgBqaW"	259067	4	46
"169"	"3goUufQotOykzA3zLkPNyb"	"Signs (feat. Missy Elliott)"	0.447	0.395	7	-9.828	1	0.225	0.153	3.98e-06	0.133	0.411	76.758	"audio_features"	"spotify:track:3goUufQotOykzA3zLkPNyb"	"https://api.spotify.com/v1/tracks/3goUufQotOykzA3zLkPNyb"	"https://api.spotify.com/v1/audio-analysis/3goUufQotOykzA3zLkPNyb"	298200	3	46
"170"	"3V5I90jseccXcK4MGC1gqr"	"Speechless"	0.568	0.282	10	-10.225	1	0.0313	0.158	0.00258	0.182	0.103	112.708	"audio_features"	"spotify:track:3V5I90jseccXcK4MGC1gqr"	"https://api.spotify.com/v1/tracks/3V5I90jseccXcK4MGC1gqr"	"https://api.spotify.com/v1/audio-analysis/3V5I90jseccXcK4MGC1gqr"	360493	3	47
"171"	"68JTZDIYLoUwW4ibQZrM1X"	"That's How You Like It"	0.493	0.527	10	-9.752	1	0.33	0.167	0	0.288	0.697	103.451	"audio_features"	"spotify:track:68JTZDIYLoUwW4ibQZrM1X"	"https://api.spotify.com/v1/tracks/68JTZDIYLoUwW4ibQZrM1X"	"https://api.spotify.com/v1/audio-analysis/68JTZDIYLoUwW4ibQZrM1X"	219200	3	45
"172"	"5vagrguhKusDNKj179pu8R"	"The Closer I Get to You (feat. Beyoncé Knowles)"	0.652	0.292	0	-9.603	0	0.0467	0.619	0	0.174	0.304	116.109	"audio_features"	"spotify:track:5vagrguhKusDNKj179pu8R"	"https://api.spotify.com/v1/tracks/5vagrguhKusDNKj179pu8R"	"https://api.spotify.com/v1/audio-analysis/5vagrguhKusDNKj179pu8R"	297733	4	52
"173"	"0KFuXEdOp5QfIfxHR6TJSm"	"Dangerously In Love"	0.609	0.407	6	-8.026	1	0.0808	0.345	0	0.19	0.459	99.982	"audio_features"	"spotify:track:0KFuXEdOp5QfIfxHR6TJSm"	"https://api.spotify.com/v1/tracks/0KFuXEdOp5QfIfxHR6TJSm"	"https://api.spotify.com/v1/audio-analysis/0KFuXEdOp5QfIfxHR6TJSm"	293133	4	61
"174"	"1cfE96qcUYYaSxz1S6Qh6i"	"Beyoncé Interlude"	0.65	0.0452	0	-20.854	1	0.7	0.485	0	0.121	0.542	152.48	"audio_features"	"spotify:track:1cfE96qcUYYaSxz1S6Qh6i"	"https://api.spotify.com/v1/tracks/1cfE96qcUYYaSxz1S6Qh6i"	"https://api.spotify.com/v1/audio-analysis/1cfE96qcUYYaSxz1S6Qh6i"	16373	1	1
"175"	"6aa0HmJb38PLZw6Fc7BMId"	"Gift from Virgo"	0.388	0.265	11	-12.712	0	0.0499	0.901	0	0.194	0.32	137.24	"audio_features"	"spotify:track:6aa0HmJb38PLZw6Fc7BMId"	"https://api.spotify.com/v1/tracks/6aa0HmJb38PLZw6Fc7BMId"	"https://api.spotify.com/v1/audio-analysis/6aa0HmJb38PLZw6Fc7BMId"	163933	1	38
"176"	"5pv5vddJx34hzRT9wI0wK2"	"Daddy"	0.469	0.446	1	-9.237	0	0.0753	0.255	1.49e-05	0.182	0.448	123.46	"audio_features"	"spotify:track:5pv5vddJx34hzRT9wI0wK2"	"https://api.spotify.com/v1/tracks/5pv5vddJx34hzRT9wI0wK2"	"https://api.spotify.com/v1/audio-analysis/5pv5vddJx34hzRT9wI0wK2"	298333	4	41
